timestamp	subject	rt	eyex	eyey	datatype	timefrom	timeto	pupil	eyecellx	eyecelly	world	path	visible	trialtype	keyPressed	keyAction	validAction	blackremains	numsquaresopen	squaretype	numexits
2021/7/20 12:21:21:641	startmarker
2021/7/20 12:21:22:657	endmarker
2021/7/20 12:21:22:864	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:864	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:870	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:870	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:875	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:875	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:881	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:881	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:886	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:886	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:892	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:892	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:897	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:897	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:902	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:902	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:907	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:907	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:913	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:913	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:918	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:918	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:924	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:924	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:929	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:929	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:934	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:934	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:940	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:940	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:946	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:946	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:951	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:951	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:957	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:957	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:962	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:962	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:968	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:968	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:973	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:973	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:979	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:979	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:984	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:984	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:990	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:990	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:995	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:22:995	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23:  0	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23:  0	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
2021/7/20 12:21:23:  6	111	   0	  -1	  -1	event	      -1	      -1	  -1	-1	-1	AprilNew2	(1,1);	110000000111100101010100101010101101010110001000100111110001000	experiment	NA	NA	0	0	0	X	2
